,peak_start,file
0,0.09287981859410431,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
1,2.809614512471655,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
2,5.154829931972789,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
3,7.500045351473923,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
4,10.425759637188209,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
5,12.887074829931972,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
6,16.62548752834467,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
7,18.99392290249433,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
8,21.524897959183672,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
9,23.962993197278912,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
10,26.40108843537415,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
11,28.792743764172336,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659162389.m4a
0,0.06965986394557823,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
1,2.507755102040816,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
2,4.922630385487528,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
3,7.523265306122449,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
4,10.681179138321996,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
5,13.235374149659863,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
6,15.62702947845805,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
7,17.99546485260771,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
8,20.526439909297054,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
9,23.173514739229024,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
10,25.611609977324264,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
11,28.11936507936508,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659102252.m4a
0,0.3250793650793651,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
1,2.670294784580499,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
2,5.38702947845805,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
3,7.732244897959184,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
4,10.12390022675737,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
5,12.515555555555556,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
6,14.930430839002268,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
7,17.29886621315193,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
8,19.760181405895693,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
9,22.221496598639455,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
10,24.752471655328797,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
11,27.353106575963718,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
12,29.860861678004536,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659493147.m4a
0,0.06965986394557823,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659372875.m4a
1,2.647074829931973,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659372875.m4a
2,5.131609977324263,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659372875.m4a
3,7.685804988662132,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659372875.m4a
4,10.077460317460318,sounds/samples/vi95kMQ65UeU7K1wae12D1GUeXd2/sample-1613659372875.m4a
